Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2018-01-02,4.92853307723999,4.932241850273964,4.808626771034557,4.8402718238970985,355616000
2018-01-03,5.252899169921875,5.283308751359066,5.037314533526364,5.045967551442448,914704000
2018-01-04,5.280588626861572,5.390853534850007,5.258337875477712,5.334237807459487,583268000
2018-01-05,5.325336456298828,5.362667970410888,5.218532780199155,5.295421543219452,580124000
2018-01-08,5.4885101318359375,5.56267899650096,5.403957173425836,5.448953341140706,881216000
2018-01-09,5.487026691436768,5.53350589750984,5.405440750658684,5.493949106317687,497000000
2018-01-10,5.530043601989746,5.533504808749186,5.340170947315524,5.394561406614446,582664000
2018-01-11,5.53993558883667,5.594078978783955,5.518426112277429,5.562680537588334,406032000
2018-01-12,5.5127387046813965,5.562432024288863,5.472193064061473,5.528067043934403,359916000
2018-01-16,5.441783905029297,5.624734198192705,5.3572314097114315,5.539192853741618,702348000
2018-01-17,5.555755615234375,5.565644575410841,5.362421751821587,5.456368995491275,538408000
2018-01-18,5.548833847045898,5.603224313227922,5.505321191167811,5.536472055944906,408632000
2018-01-19,5.6890130043029785,5.713241453808726,5.612124694118849,5.639072596102207,609380000
2018-01-22,5.777521133422852,5.779251736893939,5.639319478519338,5.696924053294426,550944000
2018-01-23,5.906576156616211,5.929321098289492,5.812381333897702,5.830923313653374,475228000
2018-01-24,5.829686641693115,5.945637542592809,5.774059766270133,5.9097890593697695,579972000
2018-01-25,5.843283653259277,5.92734192761862,5.828449978829395,5.884076375829954,409884000
2018-01-26,6.015851020812988,6.01609811514455,5.874188162406594,5.887044140958851,516356000
2018-01-29,6.102876663208008,6.134028000623604,5.94860537164113,6.001265236057532,455116000
2018-01-30,6.0007710456848145,6.092246423963267,5.894214893577583,5.960967158411522,570832000
2018-01-31,6.07691764831543,6.162706548735359,6.043541518292442,6.076175893663256,478576000
2018-02-01,5.945885181427002,6.104112805070538,5.885561150426025,5.896933620882777,519224000
2018-02-02,5.773317337036133,5.883335131817482,5.715218581987567,5.859353781027756,718464000
2018-02-05,5.283307075500488,5.766147208278145,5.068216696038525,5.612123066674,1165204000
2018-02-06,5.577018737792969,5.579985285029478,5.043495756542253,5.053385190438943,1114800000
2018-02-07,5.656626224517822,5.809167386600395,5.604708113856801,5.675910431016301,802932000
2018-02-08,5.377750873565674,5.815347917369131,5.377503307648409,5.782219353651922,1144000000
