Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2018-01-02,53.25810241699219,53.39556402507712,52.25617399564237,52.25617399564237,31766000
2018-01-03,54.16673278808594,54.39401559956042,53.2690166056818,53.293826858111245,31318000
2018-01-04,54.377140045166016,54.79002080218762,54.30270550308476,54.44314296338079,26052000
2018-01-05,55.09819030761719,55.2614578852317,54.67687416456261,54.758755942293035,30250000
2018-01-08,55.292724609375,55.53836996467042,55.08380433455561,55.133428626287504,24644000
2018-01-09,55.22225570678711,55.50263843382941,54.99447692283552,55.50263843382941,26808000
2018-01-10,55.09074783325195,55.221757922731676,54.78505888649609,54.934923706652604,20734000
2018-01-11,55.1855354309082,55.324484959266414,54.90912430783334,55.19843842798299,22424000
2018-01-12,56.108558654785156,56.14081235967413,54.985047659986655,55.088763822884715,38586000
2018-01-16,56.11104202270508,57.01322579553875,55.9105571605299,56.587938010459986,36462000
2018-01-17,56.52789306640625,56.538808365710146,55.7532437778964,56.39191940730114,27830000
2018-01-18,56.372562408447266,56.60182911673487,55.80137765608824,56.540293788359044,27498000
2018-01-19,56.746238708496094,56.76013366064309,56.20036396582539,56.47479116377378,30552000
2018-01-22,57.77149963378906,57.906481347709565,56.662875417430044,56.762127791221864,29550000
2018-01-23,58.36749267578125,58.48361586672038,57.92483808376147,58.09207350050602,39138000
2018-01-24,58.12532424926758,58.90741704338975,57.93228283331218,58.804692825496915,37128000
2018-01-25,58.663753509521484,58.80568269348987,58.15261611382517,58.59279081058267,29984000
2018-01-26,58.93272018432617,58.93272018432617,57.96354533212695,58.931232250686385,42170000
2018-01-29,58.879127502441406,59.45080826013059,58.75903270702499,58.954557786460356,31494000
2018-01-30,58.427040100097656,58.9510804641053,58.28511092397453,58.44441068350131,37338000
2018-01-31,58.667724609375,58.871189124546724,58.16551860611946,58.74662673993285,36022000
2018-02-01,58.63645935058594,58.927265193905875,58.02954521955925,58.35856029058407,73514000
2018-02-02,55.54034423828125,56.1408067720473,55.14185446772184,55.94826137322382,117842000
2018-02-05,52.721153259277344,55.33143180962722,52.440774316330746,54.61782187208808,83550000
2018-02-06,53.81488800048828,53.961280974732674,51.11429238235661,51.31130538623033,76630000
2018-02-07,52.37477111816406,53.91910234091689,52.335566149712285,53.84168814584848,51942000
2018-02-08,50.00765609741211,52.79757316754465,49.858283469667874,52.59609636260182,66792000
2018-02-09,51.92119598388672,52.19165157410531,49.47616901467817,50.9093405758253,98360000
